"Eude Brito", "PHI", "Relief Pitcher", 71, 160, 28.53
"Matt Smith", "PHI", "Relief Pitcher", 77, 225, 27.71
"Johnny Estrada", "MLW", "Catcher", 71, 209, 30.67
"J.D. Closser", "MLW", "Catcher", 70, 176, 27.12
"Rickie Weeks", "MLW", "Second Baseman", 72, 195, 24.46
"Craig Counsell", "MLW", "Shortstop", 72, 184, 36.53
"Bill Hall", "MLW", "Shortstop", 72, 195, 27.17
"Corey Koskie", "MLW", "Third Baseman", 75, 219, 33.67
"Geoff Jenkins", "MLW", "Outfielder", 73, 212, 32.61
"Tony Gwynn Jr.", "MLW", "Outfielder", 72, 185, 24.41
"Gabe Gross", "MLW", "Outfielder", 75, 209, 27.36
"Drew Anderson", "MLW", "Outfielder", 74, 195, 25.72
"Chris Capuano", "MLW", "Starting Pitcher", 75, 210, 28.53
"Dave Bush", "MLW", "Starting Pitcher", 74, 212, 27.31
"Ben Sheets", "MLW", "Starting Pitcher", 73, 218, 28.62
"Brian Shouse", "MLW", "Relief Pitcher", 71, 190, 38.43
"Derrick Turnbow", "MLW", "Relief Pitcher", 75, 210, 29.1
"Grant Balfour", "MLW", "Relief Pitcher", 74, 188, 29.17
"Jose Capellan", "MLW", "Relief Pitcher", 76, 235, 26.13
"Josh Bard", "SD", "Catcher", 75, 215, 28.92
"Adrian Gonzalez", "SD", "First Baseman", 74, 220, 24.81
"Todd Walker", "SD", "Second Baseman", 72, 185, 33.77
"Khalil Greene", "SD", "Shortstop", 71, 210, 27.36
"Terrmel Sledge", "SD", "Outfielder", 72, 185, 29.95
"Jose Cruz Jr.", "SD", "Outfielder", 72, 210, 32.87
"Mike Cameron", "SD", "Outfielder", 74, 200, 34.14
"Kevin Kouzmanoff", "SD", "Designated Hitter", 73, 200, 25.6
"Clay Hensley", "SD", "Starting Pitcher", 71, 190, 27.5
"Greg Maddux", "SD", "Starting Pitcher", 72, 185, 40.88
"Scott Cassidy", "SD", "Relief Pitcher", 74, 170, 31.41
"Scott Linebrink", "SD", "Relief Pitcher", 75, 208, 30.57
"Trevor Hoffman", "SD", "Relief Pitcher", 72, 215, 39.38
"Royce Ring", "SD", "Relief Pitcher", 72, 220, 26.19
"Andrew Brown", "SD", "Relief Pitcher", 78, 230, 26.03
"Justin Hampson", "SD", "Relief Pitcher", 73, 200, 26.77
"Ryan Ketchner", "SD", "Relief Pitcher", 73, 190, 24.87
"Jesus Flores", "WAS", "Catcher", 73, 180, 22.34
"Nick Johnson", "WAS", "First Baseman", 75, 224, 28.45
"Josh Wilson", "WAS", "Shortstop", 73, 178, 25.93
"Felipe Lopez", "WAS", "Shortstop", 73, 185, 26.8
"Nook Logan", "WAS", "Outfielder", 74, 180, 27.26
"Kory Casto", "WAS", "Outfielder", 73, 200, 25.23
"Alex Escobar", "WAS", "Outfielder", 73, 190, 28.48
"Chris Snelling", "WAS", "Outfielder", 70, 165, 25.24
"Tim Redding", "WAS", "Starting Pitcher", 72, 200, 29.05
"Shawn Hill", "WAS", "Starting Pitcher", 74, 185, 25.84
"Mike O'Connor", "WAS", "Starting Pitcher", 75, 170, 26.54
"Chris Schroder", "WAS", "Relief Pitcher", 75, 210, 28.53
"Beltran Perez", "WAS", "Relief Pitcher", 74, 180, 25.35
"Jason Bergmann", "WAS", "Relief Pitcher", 76, 190, 25.43
"Chris Booker", "WAS", "Relief Pitcher", 75, 230, 30.22
"Jon Rauch", "WAS", "Relief Pitcher", 83, 260, 28.42
"Luis Ayala", "WAS", "Relief Pitcher", 74, 186, 29.13
"Chad Cordero", "WAS", "Relief Pitcher", 72, 198, 24.95
"Ronny Paulino", "PIT", "Catcher", 75, 215, 25.86
"Ryan Doumit", "PIT", "First Baseman", 72, 200, 25.91
"Jose Castillo", "PIT", "Second Baseman", 73, 200, 25.95
"Freddy Sanchez", "PIT", "Third Baseman", 70, 192, 29.19
"Jose Bautista", "PIT", "Outfielder", 72, 192, 26.36
"Jody Gerut", "PIT", "Outfielder", 72, 190, 29.45
"Chris Duffy", "PIT", "Outfielder", 70, 170, 26.86
"Shane Youman", "PIT", "Starting Pitcher", 76, 219, 27.39
"Josh Shortslef", "PIT", "Starting Pitcher", 76, 220, 25.08
"Paul Maholm", "PIT", "Starting Pitcher", 74, 225, 24.68
"Shawn Chacon", "PIT", "Starting Pitcher", 75, 212, 29.19
"Ian Snell", "PIT", "Starting Pitcher", 71, 170, 25.33
"John Grabow", "PIT", "Relief Pitcher", 74, 210, 28.32
"Salomon Torres", "PIT", "Relief Pitcher", 71, 210, 34.97
"Matt Capps", "PIT", "Relief Pitcher", 75, 238, 23.49
"Bryan Bullington", "PIT", "Relief Pitcher", 76, 222, 26.41
"Brian Rogers", "PIT", "Relief Pitcher", 76, 190, 24.62
"Bengie Molina", "SF", "Catcher", 71, 220, 32.61
"Lance Niekro", "SF", "First Baseman", 75, 210, 28.08
"Ray Durham", "SF", "Second Baseman", 68, 196, 35.25
"Omar Vizquel", "SF", "Shortstop", 69, 175, 39.85
"Pedro Feliz", "SF", "Third Baseman", 73, 205, 31.84
"Dave Roberts", "SF", "Outfielder", 70, 180, 34.75
"Randy Winn", "SF", "Outfielder", 74, 197, 32.73
"Barry Bonds", "SF", "Outfielder", 74, 228, 42.6
"Kelyn Acosta", "SF", "Starting Pitcher", 73, 204, 21.85
"Matt Cain", "SF", "Starting Pitcher", 75, 216, 22.41
"Russ Ortiz", "SF", "Starting Pitcher", 73, 208, 32.74
"Barry Zito", "SF", "Starting Pitcher", 76, 215, 28.8
"Kevin Correia", "SF", "Relief Pitcher", 75, 200, 26.52
"Armando Benitez", "SF", "Relief Pitcher", 76, 229, 34.32
"Jack Taschner", "SF", "Relief Pitcher", 75, 207, 28.86
"Merkin Valdez", "SF", "Relief Pitcher", 77, 208, 25.3
"Billy Sadler", "SF", "Relief Pitcher", 72, 190, 25.44
"Gary Bennett", "STL", "Catcher", 72, 208, 34.87
"John Nelson", "STL", "First Baseman", 73, 190, 27.99
"Adam Kennedy", "STL", "Second Baseman", 73, 185, 31.14
"David Eckstein", "STL", "Shortstop", 67, 165, 32.11
"Scott Spiezio", "STL", "Third Baseman", 74, 220, 34.44
"So Taguchi", "STL", "Outfielder", 70, 163, 37.66
"Skip Schumaker", "STL", "Outfielder", 70, 175, 27.07
"Chris Duncan", "STL", "Outfielder", 77, 210, 25.82
"Mark Mulder", "STL", "Starting Pitcher", 78, 208, 29.57
"Ryan Franklin", "STL", "Starting Pitcher", 75, 180, 33.99
"Chris Carpenter", "STL", "Starting Pitcher", 78, 230, 31.84
"Jason Isringhausen", "STL", "Relief Pitcher", 75, 230, 34.48
"Braden Looper", "STL", "Relief Pitcher", 75, 220, 32.34
"Josh Hancock", "STL", "Relief Pitcher", 75, 205, 28.89
"Tyler Johnson", "STL", "Relief Pitcher", 74, 180, 25.73
"Randy Keisler", "STL", "Relief Pitcher", 75, 190, 31.01
